Estado,Municipio,Hasta 1.99,2.00 a 2.60,2.61 a 3.99,4.00 a 6.99,7.00 a 10.99,11.00 en adelante,Total general,mes,anio
Durango,Durango,"12,428","3,428","4,139","3,594","1,914","1,307","26,810",4,2016
Durango,El Oro,99,3,30,2,1,2,137,4,2016
Durango,General Simón Bolívar,6,,,,,,6,4,2016
Durango,Gómez Palacio,"6,615","2,019","2,258","2,219","1,044",848,"15,003",4,2016
Durango,Guadalupe Victoria,370,97,67,28,9,12,583,4,2016
Durango,Guanaceví,110,52,56,90,135,62,505,4,2016
Durango,Hidalgo,12,1,,,,,13,4,2016
Durango,Indé,52,15,9,7,1,,84,4,2016
Durango,Lerdo,"1,999",301,280,113,20,10,"2,723",4,2016
Durango,Mapimí,228,29,56,59,12,19,403,4,2016
Durango,Nazas,82,22,28,3,5,2,142,4,2016
Durango,Nombre de Dios,33,3,7,7,1,,51,4,2016
Durango,Nuevo Ideal,466,50,39,49,24,8,636,4,2016
Durango,Ocampo,23,6,3,1,,,33,4,2016
Durango,Otáez,8,3,19,98,18,2,148,4,2016
Durango,Pánuco de Coronado,127,22,8,3,,,160,4,2016
Durango,Peñón Blanco,22,1,1,,,,24,4,2016
Durango,Poanas,96,9,13,6,2,,126,4,2016
Durango,Pueblo Nuevo,972,122,93,56,10,4,"1,257",4,2016
Durango,Rodeo,64,10,37,20,1,3,135,4,2016
Durango,San Dimas,95,47,44,36,39,101,362,4,2016
Durango,San Juan de Guadalupe,2,,,,,,2,4,2016
Durango,San Juan del Río,35,6,6,1,1,,49,4,2016
Durango,Santiago Papasquiaro,651,220,256,244,81,54,"1,506",4,2016
Durango,Súchil,6,1,1,,,,8,4,2016
Durango,Tamazula,9,1,,3,,,13,4,2016
Durango,Tepehuanes,98,11,15,25,4,6,159,4,2016
Durango,Tlahualilo,640,36,32,1,2,,711,4,2016
Durango,Topia,114,1,3,,,,118,4,2016
Durango,Vicente Guerrero,181,43,46,44,7,2,323,4,2016
Guanajuato,Abasolo,883,128,88,90,15,9,"1,213",4,2016
Guanajuato,Acámbaro,"1,315",255,280,214,126,36,"2,226",4,2016
Guanajuato,Apaseo el Alto,270,130,197,300,149,22,"1,068",4,2016
Guanajuato,Apaseo el Grande,"1,721",895,"1,156",905,246,156,"5,079",4,2016
Guanajuato,Atarjea,1,,,,,,1,4,2016
Guanajuato,Celaya,"10,251","4,698","7,585","7,106","2,310","1,416","33,366",4,2016
Guanajuato,Comonfort,542,222,163,133,39,11,"1,110",4,2016
Guanajuato,Coroneo,30,12,9,12,2,1,66,4,2016
Guanajuato,Cortazar,930,334,465,366,114,48,"2,257",4,2016
Guanajuato,Cuerámaro,248,62,32,18,11,,371,4,2016
Guanajuato,Doctor Mora,71,37,281,192,87,32,700,4,2016
Guanajuato,Dolores Hidalgo Cuna de la Indepen,"1,228",283,331,249,80,19,"2,190",4,2016
Guanajuato,Guanajuato,"2,385","1,166","1,001",922,507,272,"6,253",4,2016
Guanajuato,Huanímaro,57,8,15,19,4,3,106,4,2016
Guanajuato,Irapuato,"11,899","4,399","6,153","4,345","1,737","1,218","29,751",4,2016
Guanajuato,Jaral del Progreso,643,182,105,45,12,2,989,4,2016
Guanajuato,Jerécuaro,142,43,27,6,1,,219,4,2016
Guanajuato,León,"39,845","12,173","15,655","11,534","4,976","2,972","87,155",4,2016
Guanajuato,Manuel Doblado,366,181,102,49,4,3,705,4,2016
Guanajuato,Moroleón,903,272,179,113,29,7,"1,503",4,2016
Guanajuato,Ocampo,192,12,11,23,4,4,246,4,2016
Guanajuato,Pénjamo,"1,771","1,241","1,173",398,115,81,"4,779",4,2016
Guanajuato,Pueblo Nuevo,113,7,2,6,2,,130,4,2016
Guanajuato,Purísima del Rincón,"1,815",477,400,162,37,24,"2,915",4,2016
Guanajuato,Romita,398,232,229,76,33,27,995,4,2016
Guanajuato,Salamanca,"4,352","1,672","1,538","1,272",524,366,"9,724",4,2016
Guanajuato,Salvatierra,529,152,91,101,26,9,908,4,2016
Guanajuato,San Diego de la Unión,55,4,4,1,2,,66,4,2016
Guanajuato,San Felipe,824,590,210,78,19,3,"1,724",4,2016
Guanajuato,San Francisco del Rincón,"3,986",798,653,378,117,86,"6,018",4,2016
Guanajuato,San José Iturbide,"1,000","1,067","2,117","2,103",602,467,"7,356",4,2016
Guanajuato,San Luis de la Paz,913,562,549,316,92,31,"2,463",4,2016
Guanajuato,San Miguel de Allende,"2,375",915,857,495,185,60,"4,887",4,2016
Guanajuato,Santa Catarina,3,,,,,,3,4,2016
Guanajuato,Santa Cruz de Juventino Rosas,565,678,306,143,34,21,"1,747",4,2016
Guanajuato,Santiago Maravatío,9,1,1,,,,11,4,2016
Guanajuato,Silao,"3,834","1,804","3,252","4,825","1,403","1,191","16,309",4,2016
Guanajuato,Tarandacuao,27,1,2,4,1,,35,4,2016
Guanajuato,Tarimoro,100,41,33,33,7,2,216,4,2016
Guanajuato,Tierra Blanca,3,,,1,,,4,4,2016
Guanajuato,Uriangato,474,137,168,167,90,17,"1,053",4,2016
Guanajuato,Valle de Santiago,865,210,190,119,16,9,"1,409",4,2016
Guanajuato,Victoria,17,,2,1,,,20,4,2016
Guanajuato,Villagrán,750,"1,017","1,097",754,245,136,"3,999",4,2016
Guanajuato,Xichú,1,,,,,,1,4,2016
Guanajuato,Yuriria,244,90,63,73,13,14,497,4,2016
Guerrero,Acapulco de Juárez,"13,411","4,047","6,942","4,576","2,230","1,374","32,580",4,2016
Guerrero,Ajuchitlán del Progreso,2,,,3,,,5,4,2016
Guerrero,Apaxtla,6,,1,16,3,1,27,4,2016
Guerrero,Arcelia,109,29,14,31,73,178,434,4,2016
Guerrero,Atoyac de Álvarez,175,58,83,45,17,6,384,4,2016
Guerrero,Ayutla de los Libres,24,13,11,3,,,51,4,2016
Guerrero,Azoyú,10,3,24,24,3,4,68,4,2016
Guerrero,Benito Juárez,7,1,,,1,,9,4,2016
Guerrero,Buenavista de Cuéllar,91,11,4,7,,,113,4,2016
Guerrero,Chilapa de Álvarez,170,62,100,109,41,20,502,4,2016
Guerrero,Chilpancingo de los Bravo,"2,318",547,837,"1,240",377,222,"5,541",4,2016
Guerrero,Coahuayutla de José María Izazaga,3,,,,,,3,4,2016
Guerrero,Cocula,43,22,87,54,30,19,255,4,2016
Guerrero,Copala,,,,,1,,1,4,2016
Guerrero,Coyuca de Benítez,89,21,26,46,14,2,198,4,2016
Guerrero,Coyuca de Catalán,71,12,21,10,2,,116,4,2016
Guerrero,Cuajinicuilapa,20,2,22,10,4,2,60,4,2016
Guerrero,Cuetzala del Progreso,,5,12,,,,17,4,2016
Guerrero,Cutzamala de Pinzón,4,,,,,,4,4,2016
Guerrero,Eduardo Neri,132,38,38,78,569,244,"1,099",4,2016
Guerrero,Florencio Villarreal,8,4,19,28,13,5,77,4,2016
Guerrero,General Heliodoro Castillo,4,1,,,,,5,4,2016
Guerrero,Huamuxtitlán,8,8,15,11,3,,45,4,2016
Guerrero,Huitzuco de los Figueroa,73,46,29,34,8,4,194,4,2016
Guerrero,Iguala de la Independencia,"2,036",568,637,642,386,202,"4,471",4,2016
Guerrero,Juan R. Escudero,50,2,24,35,10,1,122,4,2016
Guerrero,La Unión de Isidoro Montes de Oca,81,35,58,31,7,4,216,4,2016
Guerrero,Malinaltepec,1,6,1,,,,8,4,2016
Guerrero,Mártir de Cuilapan,,2,,,,,2,4,2016
Guerrero,Metlatónoc,2,2,4,,,,8,4,2016
Guerrero,Mochitlán,3,2,,,,,5,4,2016
Guerrero,Olinalá,2,,,,,,2,4,2016
Guerrero,Ometepec,153,69,105,137,60,16,540,4,2016
Guerrero,Pedro Ascencio Alquisiras,,,,2,1,,3,4,2016
Guerrero,Petatlán,88,12,25,9,3,1,138,4,2016
Guerrero,Pilcaya,68,,,,,,68,4,2016
Guerrero,Pungarabato,458,106,141,197,134,49,"1,085",4,2016
Guerrero,Quechultenango,1,3,3,,,,7,4,2016
Guerrero,San Luis Acatlán,6,1,3,1,,,11,4,2016
Guerrero,San Marcos,48,11,39,81,31,5,215,4,2016
Guerrero,Taxco de Alarcón,871,205,224,150,29,20,"1,499",4,2016
Guerrero,Tecoanapa,1,,,,,,1,4,2016
Guerrero,Técpan de Galeana,152,25,51,59,17,17,321,4,2016
Guerrero,Teloloapan,100,60,80,64,10,1,315,4,2016
Guerrero,Tepecoacuilco de Trujano,31,1,6,2,,,40,4,2016
Guerrero,Tetipac,1,,,,,,1,4,2016
Guerrero,Tixtla de Guerrero,38,25,15,5,1,1,85,4,2016
Guerrero,Tlacoachistlahuaca,,1,,1,,,2,4,2016
Guerrero,Tlacoapa,,1,,,1,1,3,4,2016
Guerrero,Tlapa de Comonfort,202,102,80,131,65,19,599,4,2016
Guerrero,Tlapehuala,12,6,16,2,2,1,39,4,2016
Guerrero,Xochihuehuetlán,1,,,,,,1,4,2016
Guerrero,Xochistlahuaca,,,1,2,1,,4,4,2016
Guerrero,Zihuatanejo de Azueta,"2,786",912,"1,132",799,249,104,"5,982",4,2016
Guerrero,Ahuacuotzingo,15,,1,,,,16,4,2016
Guerrero,Leonardo Bravo,,1,,,,,1,4,2016
Guerrero,Zapotitlán Tablas,,,,1,1,,2,4,2016
Hidalgo,Acatlán,79,8,29,11,4,,131,4,2016
Hidalgo,Acaxochitlán,104,43,8,4,2,,161,4,2016
Hidalgo,Actopan,713,285,350,139,56,30,"1,573",4,2016
Hidalgo,Agua Blanca de Iturbide,20,17,2,1,1,,41,4,2016
Hidalgo,Ajacuba,364,319,72,12,3,1,771,4,2016
Hidalgo,Alfajayucan,44,29,23,1,1,,98,4,2016
Hidalgo,Almoloya,39,,,1,1,,41,4,2016
Hidalgo,Apan,473,124,84,87,37,12,817,4,2016
Hidalgo,Atitalaquia,483,286,"1,357",873,320,104,"3,423",4,2016
Hidalgo,Atlapexco,1,1,1,,,,3,4,2016
Hidalgo,Atotonilco de Tula,639,231,325,520,260,122,"2,097",4,2016
Hidalgo,Atotonilco el Grande,180,13,40,18,1,,252,4,2016
Hidalgo,Calnali,,2,2,,,,4,4,2016
Hidalgo,Cardonal,,1,1,2,,,4,4,2016
Hidalgo,Chapantongo,27,3,3,1,,,34,4,2016
Hidalgo,Chapulhuacán,4,1,,,,,5,4,2016
Hidalgo,Chilcuautla,14,,,,,,14,4,2016
Hidalgo,Cuautepec de Hinojosa,267,30,51,9,2,,359,4,2016
Hidalgo,El Arenal,37,8,8,1,,1,55,4,2016
Hidalgo,Eloxochitlán,4,,,,,,4,4,2016
Hidalgo,Emiliano Zapata,51,16,15,6,6,3,97,4,2016
Hidalgo,Epazoyucan,69,13,14,5,2,1,104,4,2016
Hidalgo,Francisco I. Madero,42,8,13,4,,,67,4,2016
Hidalgo,Huasca de Ocampo,66,10,4,8,4,1,93,4,2016
Hidalgo,Huautla,1,,1,,,,2,4,2016
Hidalgo,Huehuetla,5,,,,,,5,4,2016
Hidalgo,Huejutla de Reyes,499,160,176,144,55,6,"1,040",4,2016
Hidalgo,Huichapan,590,243,125,135,117,47,"1,257",4,2016
Hidalgo,Ixmiquilpan,410,105,124,103,39,10,791,4,2016
Hidalgo,Jacala de Ledezma,3,1,,,,,4,4,2016
Hidalgo,La Misión,,1,,,,,1,4,2016
Hidalgo,Lolotla,5,10,177,275,57,30,554,4,2016
Hidalgo,Metepec,39,4,8,,,,51,4,2016
Hidalgo,Metztitlán,20,2,1,2,,,25,4,2016
Hidalgo,Mineral de la Reforma,"1,322",516,711,470,159,69,"3,247",4,2016
Hidalgo,Mineral del Chico,4,3,,,,,7,4,2016
Hidalgo,Mineral del Monte,85,4,1,2,,,92,4,2016
Hidalgo,Mixquiahuala de Juárez,245,128,198,80,47,7,705,4,2016
Hidalgo,Molango de Escamilla,15,7,8,5,,,35,4,2016
Hidalgo,Nopala de Villagrán,47,10,21,3,,1,82,4,2016
Hidalgo,Omitlán de Juárez,7,,,,,,7,4,2016
Hidalgo,Pachuca de Soto,"8,073","1,997","3,097","2,885","1,465","1,017","18,534",4,2016
Hidalgo,Pisaflores,1,,,,,,1,4,2016
Hidalgo,Progreso de Obregón,273,94,120,109,43,18,657,4,2016
Hidalgo,San Agustín Metzquititlán,35,3,6,19,,,63,4,2016
Hidalgo,San Agustín Tlaxiaca,298,48,68,57,10,12,493,4,2016
Hidalgo,San Bartolo Tutotepec,,1,1,2,,,4,4,2016
Hidalgo,San Felipe Orizatlán,8,3,,,,,11,4,2016
Hidalgo,San Salvador,23,10,4,,,,37,4,2016
Hidalgo,Santiago de Anaya,13,5,20,19,11,12,80,4,2016
Hidalgo,Santiago Tulantepec de Lugo Guerr,138,26,115,41,15,4,339,4,2016
Hidalgo,Singuilucan,252,18,14,20,,,304,4,2016
Hidalgo,Tasquillo,42,7,6,5,1,1,62,4,2016
Hidalgo,Tecozautla,60,60,30,11,4,,165,4,2016
Hidalgo,Tenango de Doria,8,1,1,1,,,11,4,2016
Hidalgo,Tepeapulco,976,217,704,"2,413",598,312,"5,220",4,2016
Hidalgo,Tepehuacán de Guerrero,24,,3,,,,27,4,2016
Hidalgo,Tepeji del Río de Ocampo,"1,228",903,"4,255","1,722",404,181,"8,693",4,2016
Hidalgo,Tepetitlán,15,3,1,4,,,23,4,2016
Hidalgo,Tetepango,19,,1,1,,,21,4,2016
Hidalgo,Tezontepec de Aldama,76,15,15,3,,1,110,4,2016
Hidalgo,Tianguistengo,16,,,1,,,17,4,2016
Hidalgo,Tizayuca,"2,083","1,059","1,407","1,196",316,196,"6,257",4,2016
Hidalgo,Tlahuelilpan,137,28,22,23,2,,212,4,2016
Hidalgo,Tlanalapa,109,22,21,49,1,,202,4,2016
Hidalgo,Tlanchinol,13,4,1,,,,18,4,2016
Hidalgo,Tlaxcoapan,154,41,51,13,6,1,266,4,2016
Hidalgo,Tolcayuca,183,99,52,23,6,2,365,4,2016
Hidalgo,Tula de Allende,"1,802",579,"1,197","1,505",539,273,"5,895",4,2016
Hidalgo,Tulancingo de Bravo,"2,203",623,760,514,231,104,"4,435",4,2016
Hidalgo,Villa de Tezontepec,50,30,34,16,2,4,136,4,2016
Hidalgo,Xochicoatlán,,,1,,,,1,4,2016
Hidalgo,Zacualtipán de Ángeles,847,71,33,9,3,,963,4,2016
Hidalgo,Zapotlán de Juárez,85,15,16,33,1,1,151,4,2016
Hidalgo,Zempoala,257,109,231,87,6,4,694,4,2016
Hidalgo,Zimapán,257,51,90,214,41,17,670,4,2016
Hidalgo,Jaltocán,6,,,,,,6,4,2016
Jalisco,Acatic,339,693,385,81,21,7,"1,526",4,2016
Jalisco,Acatlán de Juárez,174,77,76,106,21,14,468,4,2016
Jalisco,Ahualulco de Mercado,204,34,23,43,6,2,312,4,2016
Jalisco,Amacueca,31,3,2,2,,,38,4,2016
Jalisco,Amatitán,69,19,89,165,60,48,450,4,2016
Jalisco,Ameca,547,177,215,147,52,24,"1,162",4,2016
Jalisco,Arandas,"1,668",475,677,370,88,66,"3,344",4,2016
Jalisco,Atemajac de Brizuela,2,,,,,,2,4,2016
Jalisco,Atengo,3,,,,,,3,4,2016
Jalisco,Atenguillo,24,,1,,,,25,4,2016
Jalisco,Atotonilco el Alto,932,247,518,469,118,51,"2,335",4,2016
Jalisco,Atoyac,87,30,11,2,2,,132,4,2016
Jalisco,Autlán de Navarro,"1,217",295,369,255,93,51,"2,280",4,2016
Jalisco,Ayotlán,454,334,61,22,6,1,878,4,2016
Jalisco,Ayutla,84,2,5,7,1,,99,4,2016
Jalisco,Bolaños,14,13,101,87,27,8,250,4,2016
Jalisco,Cabo Corrientes,54,6,12,4,,,76,4,2016
Jalisco,Cañadas de Obregón,18,4,3,4,6,8,43,4,2016
Jalisco,Casimiro Castillo,337,98,147,85,18,10,695,4,2016
Jalisco,Chapala,701,330,427,219,61,27,"1,765",4,2016
Jalisco,Chimaltitán,,5,,,,,5,4,2016
Jalisco,Chiquilistlán,10,3,7,8,1,,29,4,2016
Jalisco,Cihuatlán,479,78,135,51,13,3,759,4,2016
Jalisco,Cocula,412,91,95,53,19,4,674,4,2016
Jalisco,Colotlán,109,30,17,21,3,4,184,4,2016
Jalisco,Concepción de Buenos Aires,36,1,1,,,,38,4,2016
Jalisco,Cuautitlán de García Barragán,3,,,5,1,,9,4,2016
Jalisco,Cuautla,3,1,,3,1,,8,4,2016
Jalisco,Cuquío,25,5,14,10,4,1,59,4,2016
Jalisco,Degollado,246,72,36,6,2,2,364,4,2016
Jalisco,El Arenal,185,33,51,29,8,6,312,4,2016
Jalisco,El Grullo,446,87,132,83,22,5,775,4,2016
Jalisco,El Limón,18,18,22,6,1,,65,4,2016
Jalisco,El Salto,"1,891","1,734","3,276","3,569","1,376","1,549","13,395",4,2016
Jalisco,Encarnación de Díaz,819,107,74,43,8,12,"1,063",4,2016
Jalisco,Etzatlán,191,27,31,19,5,,273,4,2016
Jalisco,Gómez Farías,194,77,20,4,2,,297,4,2016
Jalisco,Guachinango,6,2,10,10,16,1,45,4,2016
Jalisco,Guadalajara,"52,068","20,055","32,402","28,302","14,367","10,777","157,971",4,2016
Jalisco,Hostotipaquillo,5,11,46,20,15,,97,4,2016
Jalisco,Huejúcar,31,1,7,,,,39,4,2016
Jalisco,Huejuquilla el Alto,28,4,4,2,1,1,40,4,2016
Jalisco,Ixtlahuacán de los Membrillos,209,145,288,211,161,76,"1,090",4,2016
Jalisco,Ixtlahuacán del Río,117,28,37,17,2,2,203,4,2016
Jalisco,Jalostotitlán,548,151,181,114,17,7,"1,018",4,2016
Jalisco,Jamay,261,65,39,39,17,6,427,4,2016
Jalisco,Jesús María,283,107,111,44,3,1,549,4,2016
Jalisco,Jilotlán de los Dolores,4,4,,,,,8,4,2016
Jalisco,Jocotepec,343,95,203,113,55,31,840,4,2016
Jalisco,Juanacatlán,178,37,23,17,3,5,263,4,2016
Jalisco,Juchitlán,34,2,1,,1,,38,4,2016
Jalisco,La Barca,"1,019",353,287,160,26,14,"1,859",4,2016
Jalisco,La Huerta,230,151,186,175,32,10,784,4,2016
Jalisco,La Manzanilla de la Paz,23,,1,,,,24,4,2016
Jalisco,Lagos de Moreno,"3,118","1,163","1,830",829,358,163,"7,461",4,2016
Jalisco,Magdalena,130,32,45,30,18,30,285,4,2016
Jalisco,Mascota,144,20,30,12,2,,208,4,2016
Jalisco,Mazamitla,247,68,70,29,5,3,422,4,2016
Jalisco,Mexticacán,2,,1,,,,3,4,2016
Jalisco,Mezquitic,10,4,27,18,3,2,64,4,2016
Jalisco,Mixtlán,5,,2,1,,,8,4,2016
Jalisco,Ocotlán,"3,863",748,961,632,216,170,"6,590",4,2016
Jalisco,Ojuelos de Jalisco,71,17,30,31,7,3,159,4,2016
Jalisco,Pihuamo,36,32,12,8,,,88,4,2016
Jalisco,Poncitlán,686,213,260,214,57,29,"1,459",4,2016
Jalisco,Puerto Vallarta,"8,003","2,234","3,399","2,217",704,395,"16,952",4,2016
Jalisco,Quitupan,1,,,,,,1,4,2016
Jalisco,San Cristóbal de la Barranca,10,,,,,,10,4,2016
Jalisco,San Diego de Alejandría,67,8,1,3,,1,80,4,2016
Jalisco,San Gabriel,401,48,27,27,15,20,538,4,2016
Jalisco,San Juan de los Lagos,"1,153",673,"1,550",877,109,20,"4,382",4,2016
Jalisco,San Juanito de Escobedo,16,6,4,1,,,27,4,2016
Jalisco,San Julián,189,27,33,33,6,,288,4,2016
Jalisco,San Marcos,6,1,3,1,1,,12,4,2016
Jalisco,San Martín de Bolaños,38,2,6,121,46,2,215,4,2016
Jalisco,San Martín Hidalgo,186,25,17,3,4,,235,4,2016
Jalisco,San Miguel el Alto,592,404,374,105,23,11,"1,509",4,2016
Jalisco,San Sebastián del Oeste,3,,5,3,,,11,4,2016
Jalisco,Sayula,949,244,230,104,20,9,"1,556",4,2016
Jalisco,Tala,764,416,374,291,116,57,"2,018",4,2016
Jalisco,Talpa de Allende,116,21,16,6,2,,161,4,2016
Jalisco,Tamazula de Gordiano,564,74,172,82,31,8,931,4,2016
Jalisco,Tapalpa,255,72,67,25,5,5,429,4,2016
Jalisco,Tecalitlán,132,2,10,1,,,145,4,2016
Jalisco,Techaluta de Montenegro,13,1,,,,,14,4,2016
Jalisco,Tecolotlán,213,43,62,88,27,9,442,4,2016
Jalisco,Tenamaxtlán,39,3,4,3,,1,50,4,2016
Jalisco,Teocaltiche,333,76,90,33,9,1,542,4,2016
Jalisco,Teocuitatlán de Corona,63,10,3,9,2,2,89,4,2016
Jalisco,Tepatitlán de Morelos,"5,468","2,126","2,258","1,112",447,307,"11,718",4,2016
Jalisco,Tequila,597,257,275,173,34,12,"1,348",4,2016
Jalisco,Teuchitlán,48,4,3,2,,,57,4,2016
Jalisco,Tizapán el Alto,105,17,37,28,,,187,4,2016
Jalisco,Tlajomulco de Zúñiga,"3,426","2,669","4,677","3,664","1,499","1,532","17,467",4,2016
Jalisco,Tlaquepaque,"6,645","2,876","4,456","4,042","1,769","1,859","21,647",4,2016
Jalisco,Tolimán,80,22,32,13,11,6,164,4,2016
Jalisco,Tomatlán,155,48,61,32,14,1,311,4,2016
Jalisco,Tonalá,"2,652",778,"1,212",699,170,45,"5,556",4,2016
Jalisco,Tonaya,313,15,22,6,9,,365,4,2016
Jalisco,Tonila,45,17,15,3,,,80,4,2016
Jalisco,Totatiche,13,4,,3,,,20,4,2016
Jalisco,Tototlán,473,131,56,20,4,2,686,4,2016
Jalisco,Tuxcacuesco,347,277,305,35,22,,986,4,2016
Jalisco,Tuxcueca,33,,1,1,,,35,4,2016
Jalisco,Tuxpan,473,178,171,71,27,9,929,4,2016
Jalisco,Unión de San Antonio,201,83,73,49,6,,412,4,2016
Jalisco,Unión de Tula,157,17,23,11,,1,209,4,2016
Jalisco,Valle de Guadalupe,578,34,82,24,7,3,728,4,2016
Jalisco,Valle de Juárez,50,24,2,,,,76,4,2016
Jalisco,Villa Corona,166,48,58,82,20,10,384,4,2016
Jalisco,Villa Guerrero,14,4,3,1,,,22,4,2016
Jalisco,Villa Hidalgo,198,26,13,4,1,,242,4,2016
Jalisco,Villa Purificación,25,5,1,1,,,32,4,2016
Jalisco,Yahualica de González Gallo,176,44,40,43,20,10,333,4,2016
Jalisco,Zacoalco de Torres,198,50,58,27,2,1,336,4,2016
Jalisco,Zapopan,"26,221","12,302","16,955","13,832","7,185","6,126","82,621",4,2016
Jalisco,Zapotiltic,854,289,310,108,61,34,"1,656",4,2016
Jalisco,Zapotitlán de Vadillo,16,1,1,3,1,,22,4,2016
Jalisco,Zapotlán del Rey,80,23,5,1,,,109,4,2016
Jalisco,Zapotlán el Grande,"4,189","1,282","1,223",875,305,227,"8,101",4,2016
Jalisco,Zapotlanejo,"1,048",433,271,170,29,4,"1,955",4,2016
México,Acambay,73,40,52,17,4,4,190,4,2016
México,Acolman,525,230,264,281,141,99,"1,540",4,2016
México,Aculco,409,170,324,207,41,12,"1,163",4,2016
México,Almoloya de Alquisiras,10,1,2,1,,,14,4,2016
México,Almoloya de Juárez,242,77,94,42,8,4,467,4,2016
México,Almoloya del Río,7,,1,,,,8,4,2016
México,Amatepec,30,,,,,,30,4,2016
México,Amecameca,311,117,99,70,27,6,630,4,2016
México,Apaxco,576,100,152,154,103,39,"1,124",4,2016
México,Atenco,129,38,28,8,,,203,4,2016
México,Atizapán,117,25,54,22,2,7,227,4,2016
México,Atizapán de Zaragoza,"6,016","2,229","3,712","2,516",822,475,"15,770",4,2016
México,Atlacomulco,"1,405",941,"1,628","1,407",388,209,"5,978",4,2016
México,Atlautla,9,4,9,3,2,1,28,4,2016
México,Axapusco,87,22,43,18,9,9,188,4,2016
México,Ayapango,48,8,2,,,1,59,4,2016
México,Calimaya,109,14,38,7,2,4,174,4,2016
México,Capulhuac,59,42,52,52,33,25,263,4,2016
México,Chalco,"4,640","1,696","1,680",917,250,81,"9,264",4,2016
México,Chapa de Mota,75,120,43,18,1,1,258,4,2016
México,Chapultepec,36,17,4,7,1,1,66,4,2016
México,Chiautla,140,39,39,7,2,,227,4,2016
México,Chicoloapan,798,419,394,199,71,43,"1,924",4,2016
México,Chiconcuac,160,58,22,14,13,6,273,4,2016
México,Chimalhuacán,785,267,228,121,42,6,"1,449",4,2016
México,Coacalco de Berriozábal,"2,218",918,"1,137",713,195,90,"5,271",4,2016
México,Coatepec Harinas,107,213,50,11,1,17,399,4,2016
México,Cocotitlán,75,6,15,2,,1,99,4,2016
México,Coyotepec,51,13,24,20,3,1,112,4,2016
México,Cuautitlán,"1,682",834,"2,519","1,934",828,590,"8,387",4,2016
México,Cuautitlán Izcalli,"7,530","5,704","9,709","7,605","2,764","2,191","35,503",4,2016
México,Donato Guerra,3,,,,,,3,4,2016
México,Ecatepec de Morelos,"14,331","5,088","8,047","7,742","2,419","1,842","39,469",4,2016
México,El Oro,62,9,12,4,2,,89,4,2016
México,Huehuetoca,443,442,856,974,272,142,"3,129",4,2016
México,Hueypoxtla,100,2,2,4,,,108,4,2016
México,Huixquilucan,"2,742","1,230","2,778","2,679","1,338","1,539","12,306",4,2016
México,Isidro Fabela,9,6,6,1,,,22,4,2016
México,Ixtapaluca,"1,998","1,111","1,596","1,233",352,115,"6,405",4,2016
México,Ixtapan de la Sal,413,171,218,93,42,8,945,4,2016
México,Ixtlahuaca,974,500,673,383,155,24,"2,709",4,2016
México,Jaltenco,64,14,17,7,,,102,4,2016
México,Jilotepec,684,416,"1,416",890,168,55,"3,629",4,2016
México,Jilotzingo,86,24,39,25,10,,184,4,2016
México,Jiquipilco,56,7,3,1,,,67,4,2016
México,Jocotitlán,"2,237",904,782,382,82,69,"4,456",4,2016
México,Juchitepec,29,22,1,2,,1,55,4,2016
México,La Paz,"4,082","1,164","2,049","1,492",699,273,"9,759",4,2016
México,Lerma,"2,016","2,361","6,880","5,135","1,601","1,097","19,090",4,2016
México,Luvianos,5,,,,,,5,4,2016
México,Malinalco,73,36,43,31,10,1,194,4,2016
México,Melchor Ocampo,261,35,46,20,6,1,369,4,2016
México,Metepec,"3,849","1,779","2,859","2,514",848,458,"12,307",4,2016
México,Mexicaltzingo,63,42,96,36,6,5,248,4,2016
México,Morelos,24,34,16,11,1,1,87,4,2016
México,Naucalpan de Juárez,"21,879","9,322","15,150","14,265","6,483","5,600","72,699",4,2016
México,Nextlalpan,172,23,87,73,42,17,414,4,2016
México,Nezahualcóyotl,"7,193","2,092","2,262","1,510",450,200,"13,707",4,2016
México,Nicolás Romero,"1,998",553,749,353,78,32,"3,763",4,2016
México,Nopaltepec,37,,2,2,,,41,4,2016
México,Ocoyoacac,577,437,771,555,405,187,"2,932",4,2016
México,Ocuilan,27,1,1,,,,29,4,2016
México,Otumba,131,24,20,7,6,1,189,4,2016
México,Otzolotepec,88,19,17,22,12,5,163,4,2016
México,Ozumba,82,37,17,6,3,1,146,4,2016
México,Papalotla,18,30,56,16,1,1,122,4,2016
México,Polotitlán,200,54,46,28,5,9,342,4,2016
México,Rayón,71,137,345,89,13,6,661,4,2016
México,San Antonio la Isla,46,33,75,54,23,4,235,4,2016
México,San Felipe del Progreso,139,55,31,7,,1,233,4,2016
México,San José del Rincón,10,27,1,,1,,39,4,2016
México,San Martín de las Pirámides,149,24,16,7,1,,197,4,2016
México,San Mateo Atenco,976,291,453,331,149,70,"2,270",4,2016
México,San Simón de Guerrero,5,,2,3,3,1,14,4,2016
México,Soyaniquilpan de Juárez,164,63,25,8,,,260,4,2016
México,Sultepec,5,3,2,,,,10,4,2016
México,Tecámac,"2,242",959,"1,194",685,268,105,"5,453",4,2016
México,Tejupilco,128,36,54,29,23,4,274,4,2016
México,Temamatla,55,33,24,7,2,,121,4,2016
México,Temascalapa,56,3,9,14,3,1,86,4,2016
México,Temascalcingo,118,369,153,68,12,8,728,4,2016
México,Temascaltepec,33,7,16,134,32,,222,4,2016
