Estado,Municipio,Hasta 1.99,2.00 a 2.60,2.61 a 3.99,4.00 a 6.99,7.00 a 10.99,11.00 en adelante,Total general,mes,anio
México,Temoaya,138,26,64,53,6,3,290,4,2016
México,Tenancingo,376,109,271,130,81,89,"1,056",4,2016
México,Tenango del Aire,37,4,5,3,2,,51,4,2016
México,Tenango del Valle,280,255,450,363,192,36,"1,576",4,2016
México,Teoloyucan,553,292,392,198,101,31,"1,567",4,2016
México,Teotihuacán,414,158,186,115,44,22,939,4,2016
México,Tepetlaoxtoc,54,33,105,65,,3,260,4,2016
México,Tepetlixpa,25,31,36,5,3,1,101,4,2016
México,Tepotzotlán,901,670,"1,974","1,762",634,378,"6,319",4,2016
México,Tequixquiac,268,26,26,18,8,8,354,4,2016
México,Texcaltitlán,14,6,16,5,2,,43,4,2016
México,Texcalyacac,2,,,,1,,3,4,2016
México,Texcoco,"3,210","1,224","2,214","1,866",695,353,"9,562",4,2016
México,Tezoyuca,192,59,137,82,65,11,546,4,2016
México,Tianguistenco,809,735,"1,452","1,476",839,297,"5,608",4,2016
México,Timilpan,55,194,17,15,4,3,288,4,2016
México,Tlalmanalco,107,57,55,3,3,,225,4,2016
México,Tlalnepantla de Baz,"17,397","7,627","16,297","18,782","8,439","8,046","76,588",4,2016
México,Toluca,"17,175","7,662","17,327","17,362","7,203","5,104","71,833",4,2016
México,Tonanitla,14,4,18,37,,,73,4,2016
México,Tonatico,13,7,4,1,,,25,4,2016
México,Tultepec,336,200,317,207,24,8,"1,092",4,2016
México,Tultitlán,"4,215","3,181","4,949","4,104","1,427","1,071","18,947",4,2016
México,Valle de Bravo,554,125,184,199,93,22,"1,177",4,2016
México,Valle de Chalco Solidaridad,944,269,298,240,80,34,"1,865",4,2016
México,Villa de Allende,14,5,3,2,,,24,4,2016
México,Villa del Carbón,53,12,31,18,2,1,117,4,2016
México,Villa Guerrero,347,40,78,29,8,7,509,4,2016
México,Villa Victoria,76,81,256,29,17,9,468,4,2016
México,Xalatlaco,53,6,6,11,1,1,78,4,2016
México,Xonacatlán,206,59,58,55,4,13,395,4,2016
México,Zacazonapan,48,,11,245,12,31,347,4,2016
México,Zacualpan,11,,125,31,9,8,184,4,2016
México,Zinacantepec,914,327,620,432,267,92,"2,652",4,2016
México,Zumpahuacán,60,1,2,1,,,64,4,2016
México,Zumpango,994,342,362,206,89,31,"2,024",4,2016
Michoacán de Ocampo,Acuitzio,36,17,3,,,,56,4,2016
Michoacán de Ocampo,Aguililla,13,,3,3,,1,20,4,2016
Michoacán de Ocampo,Álvaro Obregón,61,2,6,4,18,1,92,4,2016
Michoacán de Ocampo,Angamacutiro,30,1,3,5,1,,40,4,2016
Michoacán de Ocampo,Angangueo,29,25,6,6,3,2,71,4,2016
Michoacán de Ocampo,Apatzingán,"1,217",261,315,209,114,32,"2,148",4,2016
Michoacán de Ocampo,Aporo,2,,,,,,2,4,2016
Michoacán de Ocampo,Aquila,46,7,11,17,8,1,90,4,2016
Michoacán de Ocampo,Ario,346,69,77,32,10,,534,4,2016
Michoacán de Ocampo,Arteaga,3,3,2,16,2,,26,4,2016
Michoacán de Ocampo,Briseñas,77,,18,4,1,,100,4,2016
Michoacán de Ocampo,Buenavista,132,16,25,7,1,1,182,4,2016
Michoacán de Ocampo,Charapan,2,1,,1,,,4,4,2016
Michoacán de Ocampo,Charo,21,17,23,7,3,,71,4,2016
Michoacán de Ocampo,Chavinda,84,28,59,40,2,1,214,4,2016
Michoacán de Ocampo,Cherán,25,5,6,,,,36,4,2016
Michoacán de Ocampo,Chilchota,31,11,10,,1,,53,4,2016
Michoacán de Ocampo,Chucándiro,2,,,,,,2,4,2016
Michoacán de Ocampo,Churintzio,18,3,3,,1,,25,4,2016
Michoacán de Ocampo,Churumuco,4,,,,,,4,4,2016
Michoacán de Ocampo,Coahuayana,38,6,18,22,1,1,86,4,2016
Michoacán de Ocampo,Coalcomán de Vázquez Pallares,43,5,9,4,2,2,65,4,2016
Michoacán de Ocampo,Coeneo,27,4,7,,,,38,4,2016
Michoacán de Ocampo,Cojumatlán de Régules,14,2,,2,,1,19,4,2016
Michoacán de Ocampo,Contepec,29,52,57,11,1,2,152,4,2016
Michoacán de Ocampo,Copándaro,11,,,,,,11,4,2016
Michoacán de Ocampo,Cotija,127,71,68,35,13,7,321,4,2016
Michoacán de Ocampo,Cuitzeo,245,73,57,14,2,2,393,4,2016
Michoacán de Ocampo,Ecuandureo,38,9,14,8,4,1,74,4,2016
Michoacán de Ocampo,Epitacio Huerta,2,,,,,,2,4,2016
Michoacán de Ocampo,Erongarícuaro,18,1,,,,,19,4,2016
Michoacán de Ocampo,Gabriel Zamora,50,10,10,9,,,79,4,2016
Michoacán de Ocampo,Hidalgo,"1,064",242,299,404,108,28,"2,145",4,2016
Michoacán de Ocampo,Huandacareo,136,5,8,8,2,,159,4,2016
Michoacán de Ocampo,Huaniqueo,47,4,2,6,1,,60,4,2016
Michoacán de Ocampo,Huetamo,141,39,100,82,31,6,399,4,2016
Michoacán de Ocampo,Huiramba,19,1,,,,,20,4,2016
Michoacán de Ocampo,Indaparapeo,23,2,1,,1,,27,4,2016
Michoacán de Ocampo,Irimbo,41,12,12,1,1,,67,4,2016
Michoacán de Ocampo,Ixtlán,18,11,2,,,,31,4,2016
Michoacán de Ocampo,Jacona,797,297,438,336,77,49,"1,994",4,2016
Michoacán de Ocampo,Jiménez,32,21,16,4,1,,74,4,2016
Michoacán de Ocampo,Jiquilpan,391,95,98,42,7,8,641,4,2016
Michoacán de Ocampo,José Sixto Verduzco,21,6,7,2,1,,37,4,2016
Michoacán de Ocampo,Juárez,1,,7,2,1,,11,4,2016
Michoacán de Ocampo,Jungapeo,31,12,29,16,6,3,97,4,2016
Michoacán de Ocampo,La Huacana,65,7,70,55,15,4,216,4,2016
Michoacán de Ocampo,La Piedad,"1,841",540,649,452,147,97,"3,726",4,2016
Michoacán de Ocampo,Lagunillas,13,7,6,26,6,3,61,4,2016
Michoacán de Ocampo,Lázaro Cárdenas,"3,174",903,"1,051","1,370",786,"1,112","8,396",4,2016
Michoacán de Ocampo,Los Reyes,"1,863",163,249,201,109,46,"2,631",4,2016
Michoacán de Ocampo,Madero,56,7,10,3,1,1,78,4,2016
Michoacán de Ocampo,Maravatío,508,105,138,116,49,7,923,4,2016
Michoacán de Ocampo,Marcos Castellanos,92,5,15,3,,,115,4,2016
Michoacán de Ocampo,Morelia,"13,816","4,292","6,421","5,658","3,047","2,252","35,486",4,2016
Michoacán de Ocampo,Morelos,8,1,,,,,9,4,2016
Michoacán de Ocampo,Múgica,255,57,33,19,3,3,370,4,2016
Michoacán de Ocampo,Nahuatzen,11,1,,,,,12,4,2016
Michoacán de Ocampo,Nocupétaro,2,,1,1,,,4,4,2016
Michoacán de Ocampo,Nuevo Parangaricutiro,344,43,54,10,5,2,458,4,2016
Michoacán de Ocampo,Nuevo Urecho,7,,,,,,7,4,2016
Michoacán de Ocampo,Numarán,67,59,70,13,2,2,213,4,2016
Michoacán de Ocampo,Ocampo,43,,1,,,,44,4,2016
Michoacán de Ocampo,Pajacuarán,99,21,12,1,,,133,4,2016
Michoacán de Ocampo,Panindícuaro,47,24,21,33,6,1,132,4,2016
Michoacán de Ocampo,Paracho,190,25,36,17,4,1,273,4,2016
Michoacán de Ocampo,Parácuaro,56,3,3,,1,,63,4,2016
Michoacán de Ocampo,Pátzcuaro,"1,009",352,282,186,53,40,"1,922",4,2016
Michoacán de Ocampo,Penjamillo,22,2,,2,,,26,4,2016
Michoacán de Ocampo,Peribán,720,135,91,43,7,1,997,4,2016
Michoacán de Ocampo,Purépero,465,81,54,66,23,18,707,4,2016
Michoacán de Ocampo,Puruándiro,508,102,129,105,28,18,890,4,2016
Michoacán de Ocampo,Queréndaro,26,,,,,,26,4,2016
Michoacán de Ocampo,Quiroga,139,36,16,6,1,,198,4,2016
Michoacán de Ocampo,Sahuayo,"1,088",214,243,172,48,50,"1,815",4,2016
Michoacán de Ocampo,Salvador Escalante,257,17,38,6,5,,323,4,2016
Michoacán de Ocampo,San Lucas,68,26,58,14,1,,167,4,2016
Michoacán de Ocampo,Santa Ana Maya,19,5,3,4,,,31,4,2016
Michoacán de Ocampo,Senguio,12,,,1,,,13,4,2016
Michoacán de Ocampo,Susupuato,1,,,,,,1,4,2016
Michoacán de Ocampo,Tacámbaro,490,161,133,61,22,12,879,4,2016
Michoacán de Ocampo,Tancítaro,487,59,53,17,4,5,625,4,2016
Michoacán de Ocampo,Tangamandapio,74,8,6,5,,1,94,4,2016
Michoacán de Ocampo,Tangancícuaro,307,53,63,20,3,,446,4,2016
Michoacán de Ocampo,Tanhuato,38,13,21,24,13,1,110,4,2016
Michoacán de Ocampo,Taretan,56,4,28,57,21,5,171,4,2016
Michoacán de Ocampo,Tarímbaro,274,127,244,74,24,12,755,4,2016
Michoacán de Ocampo,Tepalcatepec,161,25,39,55,19,2,301,4,2016
Michoacán de Ocampo,Tingambato,38,12,32,14,1,1,98,4,2016
Michoacán de Ocampo,Tingüindín,177,24,50,42,6,2,301,4,2016
Michoacán de Ocampo,Tiquicheo de Nicolás Romero,4,2,6,,,,12,4,2016
Michoacán de Ocampo,Tlalpujahua,117,18,29,23,3,4,194,4,2016
Michoacán de Ocampo,Tlazazalca,32,2,3,5,1,,43,4,2016
Michoacán de Ocampo,Tocumbo,129,50,71,39,22,9,320,4,2016
Michoacán de Ocampo,Tumbiscatío,,,1,,,,1,4,2016
Michoacán de Ocampo,Turicato,40,12,7,1,,,60,4,2016
Michoacán de Ocampo,Tuxpan,114,8,13,14,6,1,156,4,2016
Michoacán de Ocampo,Tuzantla,9,1,1,,,,11,4,2016
Michoacán de Ocampo,Tzintzuntzan,20,3,6,,,,29,4,2016
Michoacán de Ocampo,Uruapan,"6,922","2,180","2,365","1,488",488,230,"13,673",4,2016
Michoacán de Ocampo,Venustiano Carranza,142,32,7,11,2,,194,4,2016
Michoacán de Ocampo,Villamar,21,1,2,2,1,,27,4,2016
Michoacán de Ocampo,Vista Hermosa,47,54,200,12,,,313,4,2016
Michoacán de Ocampo,Yurécuaro,222,57,42,34,14,6,375,4,2016
Michoacán de Ocampo,Zacapu,"1,177",216,370,368,64,42,"2,237",4,2016
Michoacán de Ocampo,Zamora,"3,928","1,008","1,518","1,093",412,282,"8,241",4,2016
Michoacán de Ocampo,Zináparo,14,,,,,,14,4,2016
Michoacán de Ocampo,Zinapécuaro,284,53,32,33,6,3,411,4,2016
Michoacán de Ocampo,Ziracuaretiro,122,19,16,13,,,170,4,2016
Michoacán de Ocampo,Zitácuaro,"1,306",364,391,395,180,53,"2,689",4,2016
Morelos,Amacuzac,95,46,20,18,3,1,183,4,2016
Morelos,Atlatlahucan,146,138,300,194,31,6,815,4,2016
Morelos,Axochiapan,134,32,69,51,9,2,297,4,2016
Morelos,Ayala,252,301,893,644,357,217,"2,664",4,2016
Morelos,Coatlán del Río,27,7,14,4,1,,53,4,2016
Morelos,Cuautla,"2,837","1,159","1,420","1,699",613,321,"8,049",4,2016
Morelos,Cuernavaca,"12,474","3,291","5,260","6,353","3,004","2,514","32,896",4,2016
Morelos,Emiliano Zapata,743,469,459,337,212,201,"2,421",4,2016
Morelos,Huitzilac,84,30,16,2,,,132,4,2016
Morelos,Jantetelco,49,1,2,1,,,53,4,2016
Morelos,Jiutepec,"2,809","1,429","2,407","2,109","1,005",620,"10,379",4,2016
Morelos,Jojutla,781,125,162,212,93,46,"1,419",4,2016
Morelos,Jonacatepec,61,14,44,36,19,6,180,4,2016
Morelos,Mazatepec,42,7,10,10,3,,72,4,2016
Morelos,Miacatlán,55,26,70,43,3,3,200,4,2016
Morelos,Puente de Ixtla,636,108,157,101,34,8,"1,044",4,2016
Morelos,Temixco,637,236,347,318,126,38,"1,702",4,2016
Morelos,Temoac,15,,,,,,15,4,2016
Morelos,Tepalcingo,40,18,17,6,2,,83,4,2016
Morelos,Tepoztlán,335,15,46,30,8,5,439,4,2016
Morelos,Tetecala,3,13,5,4,1,,26,4,2016
Morelos,Tetela del Volcán,5,3,1,,1,,10,4,2016
Morelos,Tlaltizapán de Zapata,209,56,37,12,6,2,322,4,2016
Morelos,Tlaquiltenango,81,13,25,18,6,3,146,4,2016
Morelos,Tlayacapan,39,5,5,2,1,,52,4,2016
Morelos,Totolapan,7,,7,1,,,15,4,2016
Morelos,Xochitepec,313,239,270,166,53,44,"1,085",4,2016
Morelos,Yautepec,760,365,479,201,47,25,"1,877",4,2016
Morelos,Yecapixtla,121,304,529,184,60,36,"1,234",4,2016
Morelos,Zacatepec,489,97,271,338,145,124,"1,464",4,2016
Morelos,Zacualpan,18,2,2,,,,22,4,2016
Nayarit,Acaponeta,339,112,98,77,34,21,681,4,2016
Nayarit,Ahuacatlán,108,9,20,35,7,2,181,4,2016
Nayarit,Amatlán de Cañas,10,,2,1,,,13,4,2016
Nayarit,Bahía de Banderas,"3,169","1,191","1,660","1,197",301,221,"7,739",4,2016
Nayarit,Compostela,784,243,245,118,38,4,"1,432",4,2016
Nayarit,Del Nayar,3,8,17,4,1,,33,4,2016
Nayarit,Huajicori,,,1,,,,1,4,2016
Nayarit,Ixtlán del Río,427,119,145,55,13,3,762,4,2016
Nayarit,Jala,73,8,7,8,4,3,103,4,2016
Nayarit,La Yesca,3,,2,1,,,6,4,2016
Nayarit,Rosamorada,71,7,5,1,,3,87,4,2016
Nayarit,Ruíz,175,22,60,32,17,5,311,4,2016
Nayarit,San Blas,177,44,53,28,7,3,312,4,2016
Nayarit,San Pedro Lagunillas,6,35,5,1,,,47,4,2016
Nayarit,Santa María del Oro,186,245,78,45,5,1,560,4,2016
Nayarit,Santiago Ixcuintla,658,130,144,138,71,19,"1,160",4,2016
Nayarit,Tecuala,242,61,106,42,18,3,472,4,2016
Nayarit,Tepic,"7,562","2,182","2,959","2,660","1,052",657,"17,072",4,2016
Nayarit,Tuxpan,420,61,54,47,18,5,605,4,2016
Nayarit,Xalisco,270,85,127,106,37,14,639,4,2016
Nuevo León,Abasolo,25,4,10,9,,1,49,4,2016
Nuevo León,Agualeguas,71,6,5,3,,,85,4,2016
Nuevo León,Allende,"1,352",656,736,448,90,72,"3,354",4,2016
Nuevo León,Anáhuac,184,29,34,33,2,11,293,4,2016
Nuevo León,Apodaca,"4,446","3,596","7,813","6,015","2,935","4,028","28,833",4,2016
Nuevo León,Aramberri,110,9,7,1,1,2,130,4,2016
Nuevo León,Bustamante,38,2,1,,,,41,4,2016
Nuevo León,Cadereyta Jiménez,"1,789",481,613,513,87,60,"3,543",4,2016
Nuevo León,Carmen,235,119,167,355,95,81,"1,052",4,2016
Nuevo León,Cerralvo,163,55,25,53,10,6,312,4,2016
Nuevo León,China,221,12,57,36,10,5,341,4,2016
Nuevo León,Ciénega de Flores,273,414,"1,281","1,281",407,722,"4,378",4,2016
Nuevo León,Dr. Arroyo,249,68,34,8,6,2,367,4,2016
Nuevo León,Dr. Coss,6,,,,,,6,4,2016
Nuevo León,Dr. González,66,2,25,6,5,3,107,4,2016
Nuevo León,Galeana,279,142,95,104,15,5,640,4,2016
Nuevo León,García,702,401,"1,121","1,565",474,755,"5,018",4,2016
Nuevo León,Gral. Bravo,95,29,60,36,7,2,229,4,2016
Nuevo León,Gral. Escobedo,"2,796","1,631","2,386","2,903",872,810,"11,398",4,2016
Nuevo León,Gral. Terán,430,78,97,27,3,4,639,4,2016
Nuevo León,Gral. Treviño,7,,1,,,,8,4,2016
Nuevo León,Gral. Zaragoza,3,2,5,1,,,11,4,2016
Nuevo León,Gral. Zuazua,143,69,65,18,6,4,305,4,2016
Nuevo León,Guadalupe,"8,541","4,201","6,152","4,189","1,491","1,583","26,157",4,2016
Nuevo León,Hidalgo,173,28,34,4,10,5,254,4,2016
Nuevo León,Higueras,4,1,4,,,,9,4,2016
Nuevo León,Hualahuises,94,11,12,2,,1,120,4,2016
Nuevo León,Iturbide,7,1,4,,,,12,4,2016
Nuevo León,Juárez,652,292,256,384,77,60,"1,721",4,2016
Nuevo León,Lampazos de Naranjo,111,30,42,10,4,,197,4,2016
Nuevo León,Linares,"1,479",810,505,294,140,104,"3,332",4,2016
Nuevo León,Los Aldamas,5,,,,,,5,4,2016
Nuevo León,Los Herreras,12,1,,,,,13,4,2016
Nuevo León,Los Ramones,54,19,81,12,,1,167,4,2016
Nuevo León,Marín,46,58,86,15,3,4,212,4,2016
Nuevo León,Melchor Ocampo,3,2,2,,,,7,4,2016
Nuevo León,Mina,11,17,34,42,18,9,131,4,2016
Nuevo León,Montemorelos,"1,980",710,633,481,206,131,"4,141",4,2016
Nuevo León,Monterrey,"37,887","15,787","25,116","26,914","14,556","15,886","136,146",4,2016
Nuevo León,Parás,22,1,1,,,,24,4,2016
Nuevo León,Pesquería,393,127,215,219,82,34,"1,070",4,2016
Nuevo León,Rayones,5,7,,,,,12,4,2016
Nuevo León,Sabinas Hidalgo,738,183,185,130,43,37,"1,316",4,2016
Nuevo León,Salinas Victoria,257,113,322,185,75,51,"1,003",4,2016
Nuevo León,San Nicolás de los Garza,"8,200","4,882","7,716","6,544","2,656","2,465","32,463",4,2016
Nuevo León,San Pedro Garza García,"7,957","3,011","4,396","5,267","4,693","7,104","32,428",4,2016
Nuevo León,Santa Catarina,"2,670","1,598","3,152","2,731","1,196","1,930","13,277",4,2016
Nuevo León,Santiago,"1,241",339,392,270,59,41,"2,342",4,2016
Nuevo León,Vallecillo,26,1,15,7,1,1,51,4,2016
Nuevo León,Villaldama,72,11,3,,,,86,4,2016
Oaxaca,Acatlán de Pérez Figueroa,60,29,132,85,29,25,360,4,2016
Oaxaca,Ánimas Trujano,27,5,7,1,,,40,4,2016
Oaxaca,Asunción Ixtaltepec,13,11,16,2,1,,43,4,2016
Oaxaca,Asunción Nochixtlán,7,10,9,2,5,1,34,4,2016
Oaxaca,Candelaria Loxicha,,,,2,2,,4,4,2016
Oaxaca,Chahuites,28,3,,,,,31,4,2016
Oaxaca,Chalcatongo de Hidalgo,,,2,2,4,1,9,4,2016
Oaxaca,Ciénega de Zimatlán,18,1,,,,,19,4,2016
Oaxaca,Ciudad Ixtepec,232,57,111,119,84,18,621,4,2016
Oaxaca,Concepción Buenavista,,,,,1,,1,4,2016
Oaxaca,Constancia del Rosario,1,1,7,,,,9,4,2016
Oaxaca,Cosolapa,68,29,47,23,2,4,173,4,2016
Oaxaca,Cosoltepec,,3,,1,,,4,4,2016
Oaxaca,Cuilápam de Guerrero,2,1,,10,6,12,31,4,2016
Oaxaca,El Barrio de la Soledad,181,260,241,282,152,45,"1,161",4,2016
Oaxaca,El Espinal,44,7,7,19,36,3,116,4,2016
Oaxaca,Guadalupe Etla,25,45,38,53,5,2,168,4,2016
Oaxaca,Heroica Ciudad de Ejutla de Crespo,39,,,6,3,10,58,4,2016
Oaxaca,Heroica Ciudad de Huajuapan de Le,654,173,370,308,121,101,"1,727",4,2016
Oaxaca,Heroica Ciudad de Juchitán de Zara,786,225,280,245,124,116,"1,776",4,2016
Oaxaca,Heroica Ciudad de Tlaxiaco,168,40,90,67,19,7,391,4,2016
Oaxaca,Huautla de Jiménez,29,3,1,,,,33,4,2016
Oaxaca,Ixpantepec Nieves,,1,,,,,1,4,2016
Oaxaca,Ixtlán de Juárez,28,38,49,28,22,11,176,4,2016
Oaxaca,Loma Bonita,313,50,59,25,29,35,511,4,2016
Oaxaca,Magdalena Apasco,154,36,35,21,5,2,253,4,2016
Oaxaca,Magdalena Tequisistlán,2,2,6,,,,10,4,2016
Oaxaca,Mariscala de Juárez,,,3,5,1,,9,4,2016
Oaxaca,Matías Romero Avendaño,449,104,76,80,30,13,752,4,2016
Oaxaca,Miahuatlán de Porfirio Díaz,96,65,79,98,52,69,459,4,2016
Oaxaca,Nazareno Etla,7,,,,,,7,4,2016
Oaxaca,Nejapa de Madero,,,,2,2,,4,4,2016
Oaxaca,Nuevo Zoquiápam,16,3,,,,,19,4,2016
Oaxaca,Oaxaca de Juárez,"11,847","2,272","3,464","4,091","2,947","1,432","26,053",4,2016
Oaxaca,Ocotlán de Morelos,149,35,23,26,17,4,254,4,2016
Oaxaca,Putla Villa de Guerrero,6,34,10,5,10,1,66,4,2016
Oaxaca,Reforma de Pineda,2,,,,,,2,4,2016
Oaxaca,Reyes Etla,1,,,,,,1,4,2016
Oaxaca,Salina Cruz,"1,303",301,463,656,308,170,"3,201",4,2016
Oaxaca,San Agustín Chayuco,11,,4,4,,,19,4,2016
Oaxaca,San Agustín de las Juntas,30,3,17,53,56,7,166,4,2016
Oaxaca,San Agustín Etla,5,,,,,,5,4,2016
Oaxaca,San Agustín Loxicha,3,1,,,1,,5,4,2016
Oaxaca,San Agustín Tlacotepec,3,1,1,,,,5,4,2016
Oaxaca,San Agustín Yatareni,8,,,,,,8,4,2016
Oaxaca,San Andrés Huaxpaltepec,,4,10,4,,,18,4,2016
Oaxaca,San Andrés Huayápam,47,7,2,,,,56,4,2016
Oaxaca,San Andrés Zautla,1,,,,,,1,4,2016
Oaxaca,San Antonino Castillo Velasco,6,5,7,1,,,19,4,2016
Oaxaca,San Antonio de la Cal,67,9,10,33,1,,120,4,2016
Oaxaca,San Bartolo Coyotepec,38,1,135,568,286,17,"1,045",4,2016
Oaxaca,San Bartolomé Quialana,4,,,,,,4,4,2016
Oaxaca,San Blas Atempa,5,,,,,,5,4,2016
Oaxaca,San Cristóbal Suchixtlahuaca,3,,,,,,3,4,2016
Oaxaca,San Dionisio Ocotepec,,1,1,,,,2,4,2016
Oaxaca,San Dionisio Ocotlán,10,1,2,,,,13,4,2016
Oaxaca,San Felipe Jalapa de Díaz,21,,,,,,21,4,2016
Oaxaca,San Francisco Ixhuatán,1,,,,,,1,4,2016
Oaxaca,San Francisco Lachigoló,5,2,5,,,2,14,4,2016
Oaxaca,San Francisco Telixtlahuaca,15,,,,,,15,4,2016
Oaxaca,San Gabriel Mixtepec,,,,5,2,,7,4,2016
Oaxaca,San Jacinto Amilpas,302,41,70,46,16,3,478,4,2016
Oaxaca,San Jerónimo Sosola,2,,,,,,2,4,2016
Oaxaca,San Jerónimo Tlacochahuaya,5,1,1,,,,7,4,2016
Oaxaca,San José Chiltepec,4,,,1,,,5,4,2016
Oaxaca,San José del Progreso,17,,50,91,14,18,190,4,2016
Oaxaca,San Juan Atepec,2,,,,,,2,4,2016
Oaxaca,San Juan Bautista Cuicatlán,18,3,7,6,,,34,4,2016
Oaxaca,San Juan Bautista Guelache,6,,,,,,6,4,2016
Oaxaca,San Juan Bautista Tuxtepec,"1,875",459,724,"1,039",432,170,"4,699",4,2016
Oaxaca,San Juan Bautista Valle Nacional,11,,2,,1,,14,4,2016
Oaxaca,San Juan Cotzocón,3,2,2,4,,,11,4,2016
Oaxaca,San Juan Lachao,5,,1,3,1,,10,4,2016
Oaxaca,San Lorenzo Albarradas,2,,,1,,,3,4,2016
Oaxaca,San Lorenzo Cacaotepec,87,10,62,168,67,10,404,4,2016
Oaxaca,San Lucas Ojitlán,26,,,,,,26,4,2016
Oaxaca,San Mateo Yoloxochitlán,1,,,,,,1,4,2016
Oaxaca,San Miguel del Puerto,5,,,,,,5,4,2016
Oaxaca,San Miguel Ejutla,1,,,,,,1,4,2016
Oaxaca,San Miguel el Grande,1,,,,,,1,4,2016
Oaxaca,San Miguel Panixtlahuaca,,1,,,,,1,4,2016
Oaxaca,San Miguel Soyaltepec,5,2,2,9,4,1,23,4,2016
Oaxaca,San Pablo Etla,120,24,57,68,39,17,325,4,2016
Oaxaca,San Pablo Huitzo,6,,1,,,,7,4,2016
Oaxaca,San Pablo Huixtepec,2,9,20,17,29,9,86,4,2016
Oaxaca,San Pablo Macuiltianguis,1,,,,,,1,4,2016
Oaxaca,San Pablo Villa de Mitla,24,23,64,135,96,21,363,4,2016
Oaxaca,San Pedro Apóstol,1,,,1,,,2,4,2016
Oaxaca,San Pedro Huilotepec,1,,,,,,1,4,2016
Oaxaca,San Pedro Ixtlahuaca,8,1,,,,,9,4,2016
Oaxaca,San Pedro Mixtepec -Dto. 22 -,550,146,257,287,271,55,"1,566",4,2016
Oaxaca,San Pedro Pochutla,167,85,186,78,97,77,690,4,2016
Oaxaca,San Pedro Tapanatepec,32,2,3,2,,1,40,4,2016
Oaxaca,San Pedro Teutila,2,,,,,,2,4,2016
Oaxaca,San Pedro Totolápam,42,5,4,52,90,57,250,4,2016
Oaxaca,San Pedro y San Pablo Ayutla,3,3,5,,1,,12,4,2016
Oaxaca,San Pedro y San Pablo Teposcolula,,7,7,11,4,3,32,4,2016
Oaxaca,San Pedro Yólox,1,,,,,,1,4,2016
Oaxaca,San Sebastián Tecomaxtlahuaca,,,,1,,,1,4,2016
Oaxaca,San Sebastián Tutla,99,21,51,51,16,12,250,4,2016
Oaxaca,San Vicente Coatlán,5,19,55,7,,1,87,4,2016
Oaxaca,San Vicente Lachixío,1,,,1,,,2,4,2016
Oaxaca,San Vicente Nuñú,1,,2,,,,3,4,2016
Oaxaca,Santa Ana Zegache,1,,,,,,1,4,2016
Oaxaca,Santa Catarina Juquila,7,1,2,2,1,,13,4,2016
Oaxaca,Santa Cruz Amilpas,43,6,5,5,,,59,4,2016
Oaxaca,Santa Cruz Xoxocotlán,571,84,122,119,64,28,988,4,2016
Oaxaca,Santa Cruz Zenzontepec,1,,,,,,1,4,2016
Oaxaca,Santa Gertrudis,2,1,6,12,2,,23,4,2016
Oaxaca,Santa Lucía del Camino,732,156,143,56,26,7,"1,120",4,2016
Oaxaca,Santa María Atzompa,61,4,2,1,1,,69,4,2016
Oaxaca,Santa María Colotepec,38,6,8,19,3,,74,4,2016
Oaxaca,Santa María Coyotepec,30,1,4,12,4,,51,4,2016
Oaxaca,Santa María del Tule,9,47,6,5,2,3,72,4,2016
Oaxaca,Santa María Huatulco,"1,615",352,385,285,136,62,"2,835",4,2016
Oaxaca,Santa María Huazolotitlán,2,,,,,,2,4,2016
Oaxaca,Santa María Jalapa del Marqués,23,,,,,,23,4,2016
Oaxaca,Santa María Lachixío,1,4,7,,,,12,4,2016
Oaxaca,Santa María Mixtequilla,2,1,,,,,3,4,2016
Oaxaca,Santa María Peñoles,1,,,,,,1,4,2016
Oaxaca,Santa María Petapa,4,3,5,1,,,13,4,2016
Oaxaca,Santa María Tlahuitoltepec,,,5,1,,,6,4,2016
Oaxaca,Santa María Tonameca,2,,,,,,2,4,2016
Oaxaca,Santa María Zacatepec,1,1,2,1,,,5,4,2016
Oaxaca,Santa María Zoquitlán,,,,3,,,3,4,2016
Oaxaca,Santiago Astata,,,1,,,,1,4,2016
Oaxaca,Santiago Choápam,1,,,,,,1,4,2016
Oaxaca,Santiago Huajolotitlán,4,4,6,10,11,,35,4,2016
Oaxaca,Santiago Jamiltepec,31,5,,3,1,5,45,4,2016
Oaxaca,Santiago Juxtlahuaca,5,2,1,,12,,20,4,2016
Oaxaca,Santiago Matatlán,,2,6,,,,8,4,2016
Oaxaca,Santiago Niltepec,1,5,5,,,,11,4,2016
Oaxaca,Santiago Pinotepa Nacional,401,107,166,128,100,18,920,4,2016
Oaxaca,Santiago Suchilquitongo,2,,,,,,2,4,2016
Oaxaca,Santiago Xiacuí,,2,,,,,2,4,2016
Oaxaca,Santo Domingo Ingenio,8,6,4,11,2,1,32,4,2016
Oaxaca,Santo Domingo Tehuantepec,309,71,124,166,135,46,851,4,2016
Oaxaca,Santo Domingo Tonalá,6,,,,1,,7,4,2016
Oaxaca,Santo Domingo Zanatepec,15,18,4,7,2,,46,4,2016
Oaxaca,Santos Reyes Nopala,4,1,1,,,,6,4,2016
Oaxaca,Soledad Etla,3,1,1,1,,,6,4,2016
Oaxaca,Teotitlán de Flores Magón,46,12,8,5,2,2,75,4,2016
Oaxaca,Teotitlán del Valle,2,2,6,,,,10,4,2016
